😀	aodann, aodann le gàire, fiamh-ghàire, gàire
💆🏻‍♀	aodann, boireannach, boireannach a’ faighinn massage, boireannach a’ faighinn massage: tòna soilleir a’ chraicinn, massage, tè, tòna soilleir a’ chraicinn
💆🏼‍♀	aodann, boireannach, boireannach a’ faighinn massage, boireannach a’ faighinn massage: tòna meadhanach soilleir a’ chraicinn, massage, tè, tòna meadhanach soilleir a’ chraicinn
💆🏽‍♀	aodann, boireannach, boireannach a’ faighinn massage, boireannach a’ faighinn massage: tòna meadhanach a’ chraicinn, massage, tè, tòna meadhanach a’ chraicinn
💆🏾‍♀	aodann, boireannach, boireannach a’ faighinn massage, boireannach a’ faighinn massage: tòna meadhanach doilleir a’ chraicinn, massage, tè, tòna meadhanach doilleir a’ chraicinn
💆🏿‍♀	aodann, boireannach, boireannach a’ faighinn massage, boireannach a’ faighinn massage: tòna doilleir a’ chraicinn, massage, tè, tòna doilleir a’ chraicinn
💇	bearradair, borbair, bòidhchead, cliop, gruagaire, neach a’ faighinn cliop
💇🏻	bearradair, borbair, bòidhchead, cliop, gruagaire, neach a’ faighinn cliop, neach a’ faighinn cliop: tòna soilleir a’ chraicinn, tòna soilleir a’ chraicinn
💇🏼	bearradair, borbair, bòidhchead, cliop, gruagaire, neach a’ faighinn cliop, neach a’ faighinn cliop: tòna meadhanach soilleir a’ chraicinn, tòna meadhanach soilleir a’ chraicinn
💇🏽	bearradair, borbair, bòidhchead, cliop, gruagaire, neach a’ faighinn cliop, neach a’ faighinn cliop: tòna meadhanach a’ chraicinn, tòna meadhanach a’ chraicinn
💇🏾	bearradair, borbair, bòidhchead, cliop, gruagaire, neach a’ faighinn cliop, neach a’ faighinn cliop: tòna meadhanach doilleir a’ chraicinn, tòna meadhanach doilleir a’ chraicinn
💇🏿	bearradair, borbair, bòidhchead, cliop, gruagaire, neach a’ faighinn cliop, neach a’ faighinn cliop: tòna doilleir a’ chraicinn, tòna doilleir a’ chraicinn
💇‍♂	cliop, duine, duine a’ faighinn cliop, fear, fireannach
💇🏻‍♂	cliop, duine, duine a’ faighinn cliop, duine a’ faighinn cliop: tòna soilleir a’ chraicinn, fear, fireannach, tòna soilleir a’ chraicinn
💇🏼‍♂	cliop, duine, duine a’ faighinn cliop, duine a’ faighinn cliop: tòna meadhanach soilleir a’ chraicinn, fear, fireannach, tòna meadhanach soilleir a’ chraicinn
💇🏽‍♂	cliop, duine, duine a’ faighinn cliop, duine a’ faighinn cliop: tòna meadhanach a’ chraicinn, fear, fireannach, tòna meadhanach a’ chraicinn
💇🏾‍♂	cliop, duine, duine a’ faighinn cliop, duine a’ faighinn cliop: tòna meadhanach doilleir a’ chraicinn, fear, fireannach, tòna meadhanach doilleir a’ chraicinn
💇🏿‍♂	cliop, duine, duine a’ faighinn cliop, duine a’ faighinn cliop: tòna doilleir a’ chraicinn, fear, fireannach, tòna doilleir a’ chraicinn
💇‍♀	boireannach, boireannach a’ faighinn cliop, cliop, tè
💇🏻‍♀	boireannach, boireannach a’ faighinn cliop, boireannach a’ faighinn cliop: tòna soilleir a’ chraicinn, cliop, tè, tòna soilleir a’ chraicinn
💇🏼‍♀	boireannach, boireannach a’ faighinn cliop, boireannach a’ faighinn cliop: tòna meadhanach soilleir a’ chraicinn, cliop, tè, tòna meadhanach soilleir a’ chraicinn
💇🏽‍♀	boireannach, boireannach a’ faighinn cliop, boireannach a’ faighinn cliop: tòna meadhanach a’ chraicinn, cliop, tè, tòna meadhanach a’ chraicinn
💇🏾‍♀	boireannach, boireannach a’ faighinn cliop, boireannach a’ faighinn cliop: tòna meadhanach doilleir a’ chraicinn, cliop, tè, tòna meadhanach doilleir a’ chraicinn
💇🏿‍♀	boireannach, boireannach a’ faighinn cliop, boireannach a’ faighinn cliop: tòna doilleir a’ chraicinn, cliop, tè, tòna doilleir a’ chraicinn
🚶	coiseachd, coisich, neach a’ coiseachd
🚶🏻	coiseachd, coisich, neach a’ coiseachd, neach a’ coiseachd: tòna soilleir a’ chraicinn, tòna soilleir a’ chraicinn
🚶🏼	coiseachd, coisich, neach a’ coiseachd, neach a’ coiseachd: tòna meadhanach soilleir a’ chraicinn, tòna meadhanach soilleir a’ chraicinn
🚶🏽	coiseachd, coisich, neach a’ coiseachd, neach a’ coiseachd: tòna meadhanach a’ chraicinn, tòna meadhanach a’ chraicinn
🚶🏾	coiseachd, coisich, neach a’ coiseachd, neach a’ coiseachd: tòna meadhanach doilleir a’ chraicinn, tòna meadhanach doilleir a’ chraicinn
🚶🏿	coiseachd, coisich, neach a’ coiseachd, neach a’ coiseachd: tòna doilleir a’ chraicinn, tòna doilleir a’ chraicinn
🚶‍♂	coiseachd, coisich, duine, duine a’ coiseachd, fear, fireannach
🚶🏻‍♂	coiseachd, coisich, duine, duine a’ coiseachd, duine a’ coiseachd: tòna soilleir a’ chraicinn, fear, fireannach, tòna soilleir a’ chraicinn
🚶🏼‍♂	coiseachd, coisich, duine, duine a’ coiseachd, duine a’ coiseachd: tòna meadhanach soilleir a’ chraicinn, fear, fireannach, tòna meadhanach soilleir a’ chraicinn
🚶🏽‍♂	coiseachd, coisich, duine, duine a’ coiseachd, duine a’ coiseachd: tòna meadhanach a’ chraicinn, fear, fireannach, tòna meadhanach a’ chraicinn
🚶🏾‍♂	coiseachd, coisich, duine, duine a’ coiseachd, duine a’ coiseachd: tòna meadhanach doilleir a’ chraicinn, fear, fireannach, tòna meadhanach doilleir a’ chraicinn
🚶🏿‍♂	coiseachd, coisich, duine, duine a’ coiseachd, duine a’ coiseachd: tòna doilleir a’ chraicinn, fear, fireannach, tòna doilleir a’ chraicinn
🚶‍♀	boireannach, boireannach a’ coiseachd, coiseachd, coisich, tè
🚶🏻‍♀	boireannach, boireannach a’ coiseachd, boireannach a’ coiseachd: tòna soilleir a’ chraicinn, coiseachd, coisich, tè, tòna soilleir a’ chraicinn
🚶🏼‍♀	boireannach, boireannach a’ coiseachd, boireannach a’ coiseachd: tòna meadhanach soilleir a’ chraicinn, coiseachd, coisich, tè, tòna meadhanach soilleir a’ chraicinn
🚶🏽‍♀	boireannach, boireannach a’ coiseachd, boireannach a’ coiseachd: tòna meadhanach a’ chraicinn, coiseachd, coisich, tè, tòna meadhanach a’ chraicinn
🚶🏾‍♀	boireannach, boireannach a’ coiseachd, boireannach a’ coiseachd: tòna meadhanach doilleir a’ chraicinn, coiseachd, coisich, tè, tòna meadhanach doilleir a’ chraicinn
🚶🏿‍♀	boireannach, boireannach a’ coiseachd, boireannach a’ coiseachd: tòna doilleir a’ chraicinn, coiseachd, coisich, tè, tòna doilleir a’ chraicinn
🧍	neach ’na sheasamh, seas, seasamh
🧍🏻	neach ’na sheasamh, neach ’na sheasamh: tòna soilleir a’ chraicinn, seas, seasamh, tòna soilleir a’ chraicinn
🧍🏼	neach ’na sheasamh, neach ’na sheasamh: tòna meadhanach soilleir a’ chraicinn, seas, seasamh, tòna meadhanach soilleir a’ chraicinn
🧍🏽	neach ’na sheasamh, neach ’na sheasamh: tòna meadhanach a’ chraicinn, seas, seasamh, tòna meadhanach a’ chraicinn
🧍🏾	neach ’na sheasamh, neach ’na sheasamh: tòna meadhanach doilleir a’ chraicinn, seas, seasamh, tòna meadhanach doilleir a’ chraicinn
🧍🏿	neach ’na sheasamh, neach ’na sheasamh: tòna doilleir a’ chraicinn, seas, seasamh, tòna doilleir a’ chraicinn
🧍‍♂	duine, duine ’na sheasamh, fireannach, seas, seasamh
🧍🏻‍♂	duine, duine ’na sheasamh, duine ’na sheasamh: tòna soilleir a’ chraicinn, fireannach, seas, seasamh, tòna soilleir a’ chraicinn
🧍🏼‍♂	duine, duine ’na sheasamh, duine ’na sheasamh: tòna meadhanach soilleir a’ chraicinn, fireannach, seas, seasamh, tòna meadhanach soilleir a’ chraicinn
🧍🏽‍♂	duine, duine ’na sheasamh, duine ’na sheasamh: tòna meadhanach a’ chraicinn, fireannach, seas, seasamh, tòna meadhanach a’ chraicinn
🧍🏾‍♂	duine, duine ’na sheasamh, duine ’na sheasamh: tòna meadhanach doilleir a’ chraicinn, fireannach, seas, seasamh, tòna meadhanach doilleir a’ chraicinn
🧍🏿‍♂	duine, duine ’na sheasamh, duine ’na sheasamh: tòna doilleir a’ chraicinn, fireannach, seas, seasamh, tòna doilleir a’ chraicinn
🧍‍♀	boireannach, boireannach ’na sheasamh, seas, seasamh
🧍🏻‍♀	boireannach, boireannach ’na sheasamh, boireannach ’na sheasamh: tòna soilleir a’ chraicinn, seas, seasamh, tòna soilleir a’ chraicinn
🧍🏼‍♀	boireannach, boireannach ’na sheasamh, boireannach ’na sheasamh: tòna meadhanach soilleir a’ chraicinn, seas, seasamh, tòna meadhanach soilleir a’ chraicinn
🧍🏽‍♀	boireannach, boireannach ’na sheasamh, boireannach ’na sheasamh: tòna meadhanach a’ chraicinn, seas, seasamh, tòna meadhanach a’ chraicinn
🧍🏾‍♀	boireannach, boireannach ’na sheasamh, boireannach ’na sheasamh: tòna meadhanach doilleir a’ chraicinn, seas, seasamh, tòna meadhanach doilleir a’ chraicinn
🧍🏿‍♀	boireannach, boireannach ’na sheasamh, boireannach ’na sheasamh: tòna doilleir a’ chraicinn, seas, seasamh, tòna doilleir a’ chraicinn
🧎	glùin, glùinean, neach air a ghlùinean
🧎🏻	glùin, glùinean, neach air a ghlùinean, neach air a ghlùinean: tòna soilleir a’ chraicinn, tòna soilleir a’ chraicinn
🧎🏼	glùin, glùinean, neach air a ghlùinean, neach air a ghlùinean: tòna meadhanach soilleir a’ chraicinn, tòna meadhanach soilleir a’ chraicinn
🧎🏽	glùin, glùinean, neach air a ghlùinean, neach air a ghlùinean: tòna meadhanach a’ chraicinn, tòna meadhanach a’ chraicinn
🧎🏾	glùin, glùinean, neach air a ghlùinean, neach air a ghlùinean: tòna meadhanach doilleir a’ chraicinn, tòna meadhanach doilleir a’ chraicinn
🧎🏿	glùin, glùinean, neach air a ghlùinean, neach air a ghlùinean: tòna doilleir a’ chraicinn, tòna doilleir a’ chraicinn
🧎‍♂	duine, duine air a ghlùinean, fireannach, glùin, glùinean
🧎🏻‍♂	duine, duine air a ghlùinean, duine air a ghlùinean: tòna soilleir a’ chraicinn, fireannach, glùin, glùinean, tòna soilleir a’ chraicinn
🧎🏼‍♂	duine, duine air a ghlùinean, duine air a ghlùinean: tòna meadhanach soilleir a’ chraicinn, fireannach, glùin, glùinean, tòna meadhanach soilleir a’ chraicinn
🧎🏽‍♂	duine, duine air a ghlùinean, duine air a ghlùinean: tòna meadhanach a’ chraicinn, fireannach, glùin, glùinean, tòna meadhanach a’ chraicinn
🧎🏾‍♂	duine, duine air a ghlùinean, duine air a ghlùinean: tòna meadhanach doilleir a’ chraicinn, fireannach, glùin, glùinean, tòna meadhanach doilleir a’ chraicinn
🧎🏿‍♂	duine, duine air a ghlùinean, duine air a ghlùinean: tòna doilleir a’ chraicinn, fireannach, glùin, glùinean, tòna doilleir a’ chraicinn
🧎‍♀	boireanach air a ghlùinean, boireannach, glùin, glùinean
🧎🏻‍♀	boireanach air a ghlùinean, boireanach air a ghlùinean: tòna soilleir a’ chraicinn, boireannach, glùin, glùinean, tòna soilleir a’ chraicinn
🧎🏼‍♀	boireanach air a ghlùinean, boireanach air a ghlùinean: tòna meadhanach soilleir a’ chraicinn, boireannach, glùin, glùinean, tòna meadhanach soilleir a’ chraicinn
🧎🏽‍♀	boireanach air a ghlùinean, boireanach air a ghlùinean: tòna meadhanach a’ chraicinn, boireannach, glùin, glùinean, tòna meadhanach a’ chraicinn
🧎🏾‍♀	boireanach air a ghlùinean, boireanach air a ghlùinean: tòna meadhanach doilleir a’ chraicinn, boireannach, glùin, glùinean, tòna meadhanach doilleir a’ chraicinn
🧎🏿‍♀	boireanach air a ghlùinean, boireanach air a ghlùinean: tòna doilleir a’ chraicinn, boireannach, glùin, glùinean, tòna doilleir a’ chraicinn
👨‍🦯	dall, doille, duine, duine dall le batachan, fireannach, so-ruigsinneachd
👨🏻‍🦯	dall, doille, duine, duine dall le batachan, duine dall le batachan: tòna soilleir a’ chraicinn, fireannach, so-ruigsinneachd, tòna soilleir a’ chraicinn
👨🏼‍🦯	dall, doille, duine, duine dall le batachan, duine dall le batachan: tòna meadhanach soilleir a’ chraicinn, fireannach, so-ruigsinneachd, tòna meadhanach soilleir a’ chraicinn
👨🏽‍🦯	dall, doille, duine, duine dall le batachan, duine dall le batachan: tòna meadhanach a’ chraicinn, fireannach, so-ruigsinneachd, tòna meadhanach a’ chraicinn
👨🏾‍🦯	dall, doille, duine, duine dall le batachan, duine dall le batachan: tòna meadhanach doilleir a’ chraicinn, fireannach, so-ruigsinneachd, tòna meadhanach doilleir a’ chraicinn
👨🏿‍🦯	dall, doille, duine, duine dall le batachan, duine dall le batachan: tòna doilleir a’ chraicinn, fireannach, so-ruigsinneachd, tòna doilleir a’ chraicinn
👩‍🦯	boireannach, boireannach dall le batachan, dall, doille, so-ruigsinneachd
👩🏻‍🦯	boireannach, boireannach dall le batachan, boireannach dall le batachan: tòna soilleir a’ chraicinn, dall, doille, so-ruigsinneachd, tòna soilleir a’ chraicinn
👩🏼‍🦯	boireannach, boireannach dall le batachan, boireannach dall le batachan: tòna meadhanach soilleir a’ chraicinn, dall, doille, so-ruigsinneachd, tòna meadhanach soilleir a’ chraicinn
👩🏽‍🦯	boireannach, boireannach dall le batachan, boireannach dall le batachan: tòna meadhanach a’ chraicinn, dall, doille, so-ruigsinneachd, tòna meadhanach a’ chraicinn
👩🏾‍🦯	boireannach, boireannach dall le batachan, boireannach dall le batachan: tòna meadhanach doilleir a’ chraicinn, dall, doille, so-ruigsinneachd, tòna meadhanach doilleir a’ chraicinn
👩🏿‍🦯	boireannach, boireannach dall le batachan, boireannach dall le batachan: tòna doilleir a’ chraicinn, dall, doille, so-ruigsinneachd, tòna doilleir a’ chraicinn
👨‍🦼	cathair-chuibhle, duine, duine ann an cathair-chuibhle le einnsein, fireannach, so-ruigsinneachd
👨🏻‍🦼	cathair-chuibhle, duine, duine ann an cathair-chuibhle le einnsein, duine ann an cathair-chuibhle le einnsein: tòna soilleir a’ chraicinn, fireannach, so-ruigsinneachd, tòna soilleir a’ chraicinn
👨🏼‍🦼	cathair-chuibhle, duine, duine ann an cathair-chuibhle le einnsein, duine ann an cathair-chuibhle le einnsein: tòna meadhanach soilleir a’ chraicinn, fireannach, so-ruigsinneachd, tòna meadhanach soilleir a’ chraicinn
👨🏽‍🦼	cathair-chuibhle, duine, duine ann an cathair-chuibhle le einnsein, duine ann an cathair-chuibhle le einnsein: tòna meadhanach a’ chraicinn, fireannach, so-ruigsinneachd, tòna meadhanach a’ chraicinn
👨🏾‍🦼	cathair-chuibhle, duine, duine ann an cathair-chuibhle le einnsein, duine ann an cathair-chuibhle le einnsein: tòna meadhanach doilleir a’ chraicinn, fireannach, so-ruigsinneachd, tòna meadhanach doilleir a’ chraicinn
👨🏿‍🦼	cathair-chuibhle, duine, duine ann an cathair-chuibhle le einnsein, duine ann an cathair-chuibhle le einnsein: tòna doilleir a’ chraicinn, fireannach, so-ruigsinneachd, tòna doilleir a’ chraicinn
👩‍🦼	boireannach, boireannach ann an cathair-chuibhle le einnsein, cathair-chuibhle, so-ruigsinneachd
👩🏻‍🦼	boireannach, boireannach ann an cathair-chuibhle le einnsein, boireannach ann an cathair-chuibhle le einnsein: tòna soilleir a’ chraicinn, cathair-chuibhle, so-ruigsinneachd, tòna soilleir a’ chraicinn
👩🏼‍🦼	boireannach, boireannach ann an cathair-chuibhle le einnsein, boireannach ann an cathair-chuibhle le einnsein: tòna meadhanach soilleir a’ chraicinn, cathair-chuibhle, so-ruigsinneachd, tòna meadhanach soilleir a’ chraicinn
👩🏽‍🦼	boireannach, boireannach ann an cathair-chuibhle le einnsein, boireannach ann an cathair-chuibhle le einnsein: tòna meadhanach a’ chraicinn, cathair-chuibhle, so-ruigsinneachd, tòna meadhanach a’ chraicinn
👩🏾‍🦼	boireannach, boireannach ann an cathair-chuibhle le einnsein, boireannach ann an cathair-chuibhle le einnsein: tòna meadhanach doilleir a’ chraicinn, cathair-chuibhle, so-ruigsinneachd, tòna meadhanach doilleir a’ chraicinn
👩🏿‍🦼	boireannach, boireannach ann an cathair-chuibhle le einnsein, boireannach ann an cathair-chuibhle le einnsein: tòna doilleir a’ chraicinn, cathair-chuibhle, so-ruigsinneachd, tòna doilleir a’ chraicinn
👨‍🦽	cathair-chuibhle, duine, duine ann an cathair-chuibhle a làimh, fireannach, so-ruigsinneachd
👨🏻‍🦽	cathair-chuibhle, duine, duine ann an cathair-chuibhle a làimh, duine ann an cathair-chuibhle a làimh: tòna soilleir a’ chraicinn, fireannach, so-ruigsinneachd, tòna soilleir a’ chraicinn
👨🏼‍🦽	cathair-chuibhle, duine, duine ann an cathair-chuibhle a làimh, duine ann an cathair-chuibhle a làimh: tòna meadhanach soilleir a’ chraicinn, fireannach, so-ruigsinneachd, tòna meadhanach soilleir a’ chraicinn
👨🏽‍🦽	cathair-chuibhle, duine, duine ann an cathair-chuibhle a làimh, duine ann an cathair-chuibhle a làimh: tòna meadhanach a’ chraicinn, fireannach, so-ruigsinneachd, tòna meadhanach a’ chraicinn
👨🏾‍🦽	cathair-chuibhle, duine, duine ann an cathair-chuibhle a làimh, duine ann an cathair-chuibhle a làimh: tòna meadhanach doilleir a’ chraicinn, fireannach, so-ruigsinneachd, tòna meadhanach doilleir a’ chraicinn
👨🏿‍🦽	cathair-chuibhle, duine, duine ann an cathair-chuibhle a làimh, duine ann an cathair-chuibhle a làimh: tòna doilleir a’ chraicinn, fireannach, so-ruigsinneachd, tòna doilleir a’ chraicinn
👩‍🦽	boireannach, boireannach ann an cathair-chuibhle a làimh, cathair-chuibhle, so-ruigsinneachd
👩🏻‍🦽	boireannach, boireannach ann an cathair-chuibhle a làimh, boireannach ann an cathair-chuibhle a làimh: tòna soilleir a’ chraicinn, cathair-chuibhle, so-ruigsinneachd, tòna soilleir a’ chraicinn
👩🏼‍🦽	boireannach, boireannach ann an cathair-chuibhle a làimh, boireannach ann an cathair-chuibhle a làimh: tòna meadhanach soilleir a’ chraicinn, cathair-chuibhle, so-ruigsinneachd, tòna meadhanach soilleir a’ chraicinn
👩🏽‍🦽	boireannach, boireannach ann an cathair-chuibhle a làimh, boireannach ann an cathair-chuibhle a làimh: tòna meadhanach a’ chraicinn, cathair-chuibhle, so-ruigsinneachd, tòna meadhanach a’ chraicinn
👩🏾‍🦽	boireannach, boireannach ann an cathair-chuibhle a làimh, boireannach ann an cathair-chuibhle a làimh: tòna meadhanach doilleir a’ chraicinn, cathair-chuibhle, so-ruigsinneachd, tòna meadhanach doilleir a’ chraicinn
👩🏿‍🦽	boireannach, boireannach ann an cathair-chuibhle a làimh, boireannach ann an cathair-chuibhle a làimh: tòna doilleir a’ chraicinn, cathair-chuibhle, so-ruigsinneachd, tòna doilleir a’ chraicinn
🏃	marathon, neach a’ ruith, ruith
🏃🏻	marathon, neach a’ ruith, neach a’ ruith: tòna soilleir a’ chraicinn, ruith, tòna soilleir a’ chraicinn
🏃🏼	marathon, neach a’ ruith, neach a’ ruith: tòna meadhanach soilleir a’ chraicinn, ruith, tòna meadhanach soilleir a’ chraicinn
🏃🏽	marathon, neach a’ ruith, neach a’ ruith: tòna meadhanach a’ chraicinn, ruith, tòna meadhanach a’ chraicinn
🏃🏾	marathon, neach a’ ruith, neach a’ ruith: tòna meadhanach doilleir a’ chraicinn, ruith, tòna meadhanach doilleir a’ chraicinn
🏃🏿	marathon, neach a’ ruith, neach a’ ruith: tòna doilleir a’ chraicinn, ruith, tòna doilleir a’ chraicinn
🏃‍♂	duine, duine a’ ruith, fear, fireannach, marathon, ruith, rèis
🏃🏻‍♂	duine, duine a’ ruith, duine a’ ruith: tòna soilleir a’ chraicinn, fear, fireannach, marathon, ruith, rèis, tòna soilleir a’ chraicinn
🏃🏼‍♂	duine, duine a’ ruith, duine a’ ruith: tòna meadhanach soilleir a’ chraicinn, fear, fireannach, marathon, ruith, rèis, tòna meadhanach soilleir a’ chraicinn
🏃🏽‍♂	duine, duine a’ ruith, duine a’ ruith: tòna meadhanach a’ chraicinn, fear, fireannach, marathon, ruith, rèis, tòna meadhanach a’ chraicinn
🏃🏾‍♂	duine, duine a’ ruith, duine a’ ruith: tòna meadhanach doilleir a’ chraicinn, fear, fireannach, marathon, ruith, rèis, tòna meadhanach doilleir a’ chraicinn
🏃🏿‍♂	duine, duine a’ ruith, duine a’ ruith: tòna doilleir a’ chraicinn, fear, fireannach, marathon, ruith, rèis, tòna doilleir a’ chraicinn
🏃‍♀	boireannach, boireannach a’ ruith, marathon, ruith, rèis, tè
🏃🏻‍♀	boireannach, boireannach a’ ruith, boireannach a’ ruith: tòna soilleir a’ chraicinn, marathon, ruith, rèis, tè, tòna soilleir a’ chraicinn
🏃🏼‍♀	boireannach, boireannach a’ ruith, boireannach a’ ruith: tòna meadhanach soilleir a’ chraicinn, marathon, ruith, rèis, tè, tòna meadhanach soilleir a’ chraicinn
🏃🏽‍♀	boireannach, boireannach a’ ruith, boireannach a’ ruith: tòna meadhanach a’ chraicinn, marathon, ruith, rèis, tè, tòna meadhanach a’ chraicinn
🏃🏾‍♀	boireannach, boireannach a’ ruith, boireannach a’ ruith: tòna meadhanach doilleir a’ chraicinn, marathon, ruith, rèis, tè, tòna meadhanach doilleir a’ chraicinn
🏃🏿‍♀	boireannach, boireannach a’ ruith, boireannach a’ ruith: tòna doilleir a’ chraicinn, marathon, ruith, rèis, tè, tòna doilleir a’ chraicinn
💃	boireannach, boireannach a’ dannsadh, dannsa, dannsadh, tè
💃🏻	boireannach, boireannach a’ dannsadh, boireannach a’ dannsadh: tòna soilleir a’ chraicinn, dannsa, dannsadh, tè, tòna soilleir a’ chraicinn
💃🏼	boireannach, boireannach a’ dannsadh, boireannach a’ dannsadh: tòna meadhanach soilleir a’ chraicinn, dannsa, dannsadh, tè, tòna meadhanach soilleir a’ chraicinn
💃🏽	boireannach, boireannach a’ dannsadh, boireannach a’ dannsadh: tòna meadhanach a’ chraicinn, dannsa, dannsadh, tè, tòna meadhanach a’ chraicinn
💃🏾	boireannach, boireannach a’ dannsadh, boireannach a’ dannsadh: tòna meadhanach doilleir a’ chraicinn, dannsa, dannsadh, tè, tòna meadhanach doilleir a’ chraicinn
💃🏿	boireannach, boireannach a’ dannsadh, boireannach a’ dannsadh: tòna doilleir a’ chraicinn, dannsa, dannsadh, tè, tòna doilleir a’ chraicinn
🕺	dannsa, dannsadh, duine, duine a’ dannsadh, fear, fireannach
🕺🏻	dannsa, dannsadh, duine, duine a’ dannsadh, duine a’ dannsadh: tòna soilleir a’ chraicinn, fear, fireannach, tòna soilleir a’ chraicinn
🕺🏼	dannsa, dannsadh, duine, duine a’ dannsadh, duine a’ dannsadh: tòna meadhanach soilleir a’ chraicinn, fear, fireannach, tòna meadhanach soilleir a’ chraicinn
🕺🏽	dannsa, dannsadh, duine, duine a’ dannsadh, duine a’ dannsadh: tòna meadhanach a’ chraicinn, fear, fireannach, tòna meadhanach a’ chraicinn
🕺🏾	dannsa, dannsadh, duine, duine a’ dannsadh, duine a’ dannsadh: tòna meadhanach doilleir a’ chraicinn, fear, fireannach, tòna meadhanach doilleir a’ chraicinn
🕺🏿	dannsa, dannsadh, duine, duine a’ dannsadh, duine a’ dannsadh: tòna doilleir a’ chraicinn, fear, fireannach, tòna doilleir a’ chraicinn
🕴️	deise, duine, duine air flod ’s deise gnìomhachais air, fear, fireannach, gnothachas, gnìomhachas
🕴🏻	deise, duine, duine air flod ’s deise gnìomhachais air, duine air flod ’s deise gnìomhachais air: tòna soilleir a’ chraicinn, fear, fireannach, gnothachas, gnìomhachas, tòna soilleir a’ chraicinn
🕴🏼	deise, duine, duine air flod ’s deise gnìomhachais air, duine air flod ’s deise gnìomhachais air: tòna meadhanach soilleir a’ chraicinn, fear, fireannach, gnothachas, gnìomhachas, tòna meadhanach soilleir a’ chraicinn
🕴🏽	deise, duine, duine air flod ’s deise gnìomhachais air, duine air flod ’s deise gnìomhachais air: tòna meadhanach a’ chraicinn, fear, fireannach, gnothachas, gnìomhachas, tòna meadhanach a’ chraicinn
🕴🏾	deise, duine, duine air flod ’s deise gnìomhachais air, duine air flod ’s deise gnìomhachais air: tòna meadhanach doilleir a’ chraicinn, fear, fireannach, gnothachas, gnìomhachas, tòna meadhanach doilleir a’ chraicinn
🕴🏿	deise, duine, duine air flod ’s deise gnìomhachais air, duine air flod ’s deise gnìomhachais air: tòna doilleir a’ chraicinn, fear, fireannach, gnothachas, gnìomhachas, tòna doilleir a’ chraicinn
👯	cluas rabaid, dannsair, daoine le cluasan rabaid, pàrtaidh
👯‍♂	cluas rabaid, dannsair, duine, fear, fireannach, fireannaich le cluasan rabaid, pàrtaidh
👯‍♀	boireannach, boireannaich le cluasan rabaid, cluas rabaid, dannsair, pàrtaidh, tè
🧖	ceò, neach ann an sauna, sauna
🧖🏻	ceò, neach ann an sauna, neach ann an sauna: tòna soilleir a’ chraicinn, sauna, tòna soilleir a’ chraicinn
🧖🏼	ceò, neach ann an sauna, neach ann an sauna: tòna meadhanach soilleir a’ chraicinn, sauna, tòna meadhanach soilleir a’ chraicinn
🧖🏽	ceò, neach ann an sauna, neach ann an sauna: tòna meadhanach a’ chraicinn, sauna, tòna meadhanach a’ chraicinn
🧖🏾	ceò, neach ann an sauna, neach ann an sauna: tòna meadhanach doilleir a’ chraicinn, sauna, tòna meadhanach doilleir a’ chraicinn
🧖🏿	ceò, neach ann an sauna, neach ann an sauna: tòna doilleir a’ chraicinn, sauna, tòna doilleir a’ chraicinn
🧖‍♂	ceò, duine ann an sauna, sauna
🧖🏻‍♂	ceò, duine ann an sauna, duine ann an sauna: tòna soilleir a’ chraicinn, sauna, tòna soilleir a’ chraicinn
🧖🏼‍♂	ceò, duine ann an sauna, duine ann an sauna: tòna meadhanach soilleir a’ chraicinn, sauna, tòna meadhanach soilleir a’ chraicinn
🧖🏽‍♂	ceò, duine ann an sauna, duine ann an sauna: tòna meadhanach a’ chraicinn, sauna, tòna meadhanach a’ chraicinn
🧖🏾‍♂	ceò, duine ann an sauna, duine ann an sauna: tòna meadhanach doilleir a’ chraicinn, sauna, tòna meadhanach doilleir a’ chraicinn
🧖🏿‍♂	ceò, duine ann an sauna, duine ann an sauna: tòna doilleir a’ chraicinn, sauna, tòna doilleir a’ chraicinn
🧖‍♀	boireannach ann an sauna, ceò, sauna
🧖🏻‍♀	boireannach ann an sauna, boireannach ann an sauna: tòna soilleir a’ chraicinn, ceò, sauna, tòna soilleir a’ chraicinn
🧖🏼‍♀	boireannach ann an sauna, boireannach ann an sauna: tòna meadhanach soilleir a’ chraicinn, ceò, sauna, tòna meadhanach soilleir a’ chraicinn
🧖🏽‍♀	boireannach ann an sauna, boireannach ann an sauna: tòna meadhanach a’ chraicinn, ceò, sauna, tòna meadhanach a’ chraicinn
🧖🏾‍♀	boireannach ann an sauna, boireannach ann an sauna: tòna meadhanach doilleir a’ chraicinn, ceò, sauna, tòna meadhanach doilleir a’ chraicinn
🧖🏿‍♀	boireannach ann an sauna, boireannach ann an sauna: tòna doilleir a’ chraicinn, ceò, sauna, tòna doilleir a’ chraicinn
🧗	neach a’ sreap, sreapadair, sreapaiche
🧗🏻	neach a’ sreap, neach a’ sreap: tòna soilleir a’ chraicinn, sreapadair, sreapaiche, tòna soilleir a’ chraicinn
🧗🏼	neach a’ sreap, neach a’ sreap: tòna meadhanach soilleir a’ chraicinn, sreapadair, sreapaiche, tòna meadhanach soilleir a’ chraicinn
🧗🏽	neach a’ sreap, neach a’ sreap: tòna meadhanach a’ chraicinn, sreapadair, sreapaiche, tòna meadhanach a’ chraicinn
