😀	bahagia, gembira, muka, senang, wajah, wajah gembira
🦹🏿‍♂	jahat, kekuatan super, kriminal, penjahat, penjahat super pria, penjahat super pria: warna kulit gelap, pria, warna kulit gelap
🦹‍♀	jahat, kekuatan super, kriminal, penjahat, penjahat super wanita, wanita
🦹🏻‍♀	jahat, kekuatan super, kriminal, penjahat, penjahat super wanita, penjahat super wanita: warna kulit cerah, wanita, warna kulit cerah
🦹🏼‍♀	jahat, kekuatan super, kriminal, penjahat, penjahat super wanita, penjahat super wanita: warna kulit cerah-sedang, wanita, warna kulit cerah-sedang
🦹🏽‍♀	jahat, kekuatan super, kriminal, penjahat, penjahat super wanita, penjahat super wanita: warna kulit sedang, wanita, warna kulit sedang
🦹🏾‍♀	jahat, kekuatan super, kriminal, penjahat, penjahat super wanita, penjahat super wanita: warna kulit gelap-sedang, wanita, warna kulit gelap-sedang
🦹🏿‍♀	jahat, kekuatan super, kriminal, penjahat, penjahat super wanita, penjahat super wanita: warna kulit gelap, wanita, warna kulit gelap
🧙	magi, penyihir, tukang sihir
🧙🏻	magi, magi: warna kulit cerah, penyihir, tukang sihir, warna kulit cerah
🧙🏼	magi, magi: warna kulit cerah-sedang, penyihir, tukang sihir, warna kulit cerah-sedang
🧙🏽	magi, magi: warna kulit sedang, penyihir, tukang sihir, warna kulit sedang
🧙🏾	magi, magi: warna kulit gelap-sedang, penyihir, tukang sihir, warna kulit gelap-sedang
🧙🏿	magi, magi: warna kulit gelap, penyihir, tukang sihir, warna kulit gelap
🧙‍♂	magi pria, penyihir, tukang sihir
🧙🏻‍♂	magi pria, magi pria: warna kulit cerah, penyihir, tukang sihir, warna kulit cerah
🧙🏼‍♂	magi pria, magi pria: warna kulit cerah-sedang, penyihir, tukang sihir, warna kulit cerah-sedang
🧙🏽‍♂	magi pria, magi pria: warna kulit sedang, penyihir, tukang sihir, warna kulit sedang
🧙🏾‍♂	magi pria, magi pria: warna kulit gelap-sedang, penyihir, tukang sihir, warna kulit gelap-sedang
🧙🏿‍♂	magi pria, magi pria: warna kulit gelap, penyihir, tukang sihir, warna kulit gelap
🧙‍♀	magi wanita, penyihir, tukang sihir
🧙🏻‍♀	magi wanita, magi wanita: warna kulit cerah, penyihir, tukang sihir, warna kulit cerah
🧙🏼‍♀	magi wanita, magi wanita: warna kulit cerah-sedang, penyihir, tukang sihir, warna kulit cerah-sedang
🧙🏽‍♀	magi wanita, magi wanita: warna kulit sedang, penyihir, tukang sihir, warna kulit sedang
🧙🏾‍♀	magi wanita, magi wanita: warna kulit gelap-sedang, penyihir, tukang sihir, warna kulit gelap-sedang
🧙🏿‍♀	magi wanita, magi wanita: warna kulit gelap, penyihir, tukang sihir, warna kulit gelap
🧚	Oberon, Puck, Titania, peri
🧚🏻	Oberon, Puck, Titania, peri, peri: warna kulit cerah, warna kulit cerah
🧚🏼	Oberon, Puck, Titania, peri, peri: warna kulit cerah-sedang, warna kulit cerah-sedang
🧚🏽	Oberon, Puck, Titania, peri, peri: warna kulit sedang, warna kulit sedang
🧚🏾	Oberon, Puck, Titania, peri, peri: warna kulit gelap-sedang, warna kulit gelap-sedang
🧚🏿	Oberon, Puck, Titania, peri, peri: warna kulit gelap, warna kulit gelap
🧚‍♂	Oberon, Puck, peri pria
🧚🏻‍♂	Oberon, Puck, peri pria, peri pria: warna kulit cerah, warna kulit cerah
🧚🏼‍♂	Oberon, Puck, peri pria, peri pria: warna kulit cerah-sedang, warna kulit cerah-sedang
🧚🏽‍♂	Oberon, Puck, peri pria, peri pria: warna kulit sedang, warna kulit sedang
🧚🏾‍♂	Oberon, Puck, peri pria, peri pria: warna kulit gelap-sedang, warna kulit gelap-sedang
🧚🏿‍♂	Oberon, Puck, peri pria, peri pria: warna kulit gelap, warna kulit gelap
🧚‍♀	Titania, peri wanita
🧚🏻‍♀	Titania, peri wanita, peri wanita: warna kulit cerah, warna kulit cerah
🧚🏼‍♀	Titania, peri wanita, peri wanita: warna kulit cerah-sedang, warna kulit cerah-sedang
🧚🏽‍♀	Titania, peri wanita, peri wanita: warna kulit sedang, warna kulit sedang
🧚🏾‍♀	Titania, peri wanita, peri wanita: warna kulit gelap-sedang, warna kulit gelap-sedang
🧚🏿‍♀	Titania, peri wanita, peri wanita: warna kulit gelap, warna kulit gelap
🧛	Drakula, mayat hidup, vampir
🧛🏻	Drakula, mayat hidup, vampir, vampir: warna kulit cerah, warna kulit cerah
🧛🏼	Drakula, mayat hidup, vampir, vampir: warna kulit cerah-sedang, warna kulit cerah-sedang
🧛🏽	Drakula, mayat hidup, vampir, vampir: warna kulit sedang, warna kulit sedang
🧛🏾	Drakula, mayat hidup, vampir, vampir: warna kulit gelap-sedang, warna kulit gelap-sedang
🧛🏿	Drakula, mayat hidup, vampir, vampir: warna kulit gelap, warna kulit gelap
🧛‍♂	Drakula, mayat hidup, vampir pria
🧛🏻‍♂	Drakula, mayat hidup, vampir pria, vampir pria: warna kulit cerah, warna kulit cerah
🧛🏼‍♂	Drakula, mayat hidup, vampir pria, vampir pria: warna kulit cerah-sedang, warna kulit cerah-sedang
🧛🏽‍♂	Drakula, mayat hidup, vampir pria, vampir pria: warna kulit sedang, warna kulit sedang
🧛🏾‍♂	Drakula, mayat hidup, vampir pria, vampir pria: warna kulit gelap-sedang, warna kulit gelap-sedang
🧛🏿‍♂	Drakula, mayat hidup, vampir pria, vampir pria: warna kulit gelap, warna kulit gelap
🧛‍♀	mayat hidup, vampir wanita
🧛🏻‍♀	mayat hidup, vampir wanita, vampir wanita: warna kulit cerah, warna kulit cerah
🧛🏼‍♀	mayat hidup, vampir wanita, vampir wanita: warna kulit cerah-sedang, warna kulit cerah-sedang
🧛🏽‍♀	mayat hidup, vampir wanita, vampir wanita: warna kulit sedang, warna kulit sedang
🧛🏾‍♀	mayat hidup, vampir wanita, vampir wanita: warna kulit gelap-sedang, warna kulit gelap-sedang
🧛🏿‍♀	mayat hidup, vampir wanita, vampir wanita: warna kulit gelap, warna kulit gelap
🧜	orang duyung, pria duyung, putri duyung, wanita duyung
🧜🏻	orang duyung, orang duyung: warna kulit cerah, pria duyung, putri duyung, wanita duyung, warna kulit cerah
🧜🏼	orang duyung, orang duyung: warna kulit cerah-sedang, pria duyung, putri duyung, wanita duyung, warna kulit cerah-sedang
🧜🏽	orang duyung, orang duyung: warna kulit sedang, pria duyung, putri duyung, wanita duyung, warna kulit sedang
🧜🏾	orang duyung, orang duyung: warna kulit gelap-sedang, pria duyung, putri duyung, wanita duyung, warna kulit gelap-sedang
🧜🏿	orang duyung, orang duyung: warna kulit gelap, pria duyung, putri duyung, wanita duyung, warna kulit gelap
🧜‍♂	Triton, pria duyung
🧜🏻‍♂	Triton, pria duyung, pria duyung: warna kulit cerah, warna kulit cerah
🧜🏼‍♂	Triton, pria duyung, pria duyung: warna kulit cerah-sedang, warna kulit cerah-sedang
🧜🏽‍♂	Triton, pria duyung, pria duyung: warna kulit sedang, warna kulit sedang
🧜🏾‍♂	Triton, pria duyung, pria duyung: warna kulit gelap-sedang, warna kulit gelap-sedang
🧜🏿‍♂	Triton, pria duyung, pria duyung: warna kulit gelap, warna kulit gelap
🧜‍♀	putri duyung, wanita duyung
🧜🏻‍♀	putri duyung, putri duyung: warna kulit cerah, wanita duyung, warna kulit cerah
🧜🏼‍♀	putri duyung, putri duyung: warna kulit cerah-sedang, wanita duyung, warna kulit cerah-sedang
🧜🏽‍♀	putri duyung, putri duyung: warna kulit sedang, wanita duyung, warna kulit sedang
🧜🏾‍♀	putri duyung, putri duyung: warna kulit gelap-sedang, wanita duyung, warna kulit gelap-sedang
🧜🏿‍♀	putri duyung, putri duyung: warna kulit gelap, wanita duyung, warna kulit gelap
🧝	ajaib, kurcaci
🧝🏻	ajaib, kurcaci, kurcaci: warna kulit cerah, warna kulit cerah
🧝🏼	ajaib, kurcaci, kurcaci: warna kulit cerah-sedang, warna kulit cerah-sedang
🧝🏽	ajaib, kurcaci, kurcaci: warna kulit sedang, warna kulit sedang
🧝🏾	ajaib, kurcaci, kurcaci: warna kulit gelap-sedang, warna kulit gelap-sedang
🧝🏿	ajaib, kurcaci, kurcaci: warna kulit gelap, warna kulit gelap
🧝‍♂	ajaib, kurcaci pria
🧝🏻‍♂	ajaib, kurcaci pria, kurcaci pria: warna kulit cerah, warna kulit cerah
🧝🏼‍♂	ajaib, kurcaci pria, kurcaci pria: warna kulit cerah-sedang, warna kulit cerah-sedang
🧝🏽‍♂	ajaib, kurcaci pria, kurcaci pria: warna kulit sedang, warna kulit sedang
🧝🏾‍♂	ajaib, kurcaci pria, kurcaci pria: warna kulit gelap-sedang, warna kulit gelap-sedang
🧝🏿‍♂	ajaib, kurcaci pria, kurcaci pria: warna kulit gelap, warna kulit gelap
🧝‍♀	ajaib, kurcaci wanita
🧝🏻‍♀	ajaib, kurcaci wanita, kurcaci wanita: warna kulit cerah, warna kulit cerah
🧝🏼‍♀	ajaib, kurcaci wanita, kurcaci wanita: warna kulit cerah-sedang, warna kulit cerah-sedang
🧝🏽‍♀	ajaib, kurcaci wanita, kurcaci wanita: warna kulit sedang, warna kulit sedang
🧝🏾‍♀	ajaib, kurcaci wanita, kurcaci wanita: warna kulit gelap-sedang, warna kulit gelap-sedang
🧝🏿‍♀	ajaib, kurcaci wanita, kurcaci wanita: warna kulit gelap, warna kulit gelap
🧞	jin
🧞‍♂	jin, jin pria
🧞‍♀	jin, jin wanita
🧟	mayat berjalan, mayat hidup, zombi
🧟‍♂	mayat berjalan, mayat hidup, zombi pria
🧟‍♀	mayat berjalan, mayat hidup, zombi wanita
💆	pijat, pijit, pria dipijat, salon
💆🏻	pijat, pijit, pria dipijat, pria dipijat: warna kulit cerah, salon, warna kulit cerah
💆🏼	pijat, pijit, pria dipijat, pria dipijat: warna kulit cerah-sedang, salon, warna kulit cerah-sedang
💆🏽	pijat, pijit, pria dipijat, pria dipijat: warna kulit sedang, salon, warna kulit sedang
💆🏾	pijat, pijit, pria dipijat, pria dipijat: warna kulit gelap-sedang, salon, warna kulit gelap-sedang
💆🏿	pijat, pijit, pria dipijat, pria dipijat: warna kulit gelap, salon, warna kulit gelap
💆‍♂	kepala, laki-laki, pijat, pria dipijat kepalanya
💆🏻‍♂	kepala, laki-laki, pijat, pria dipijat kepalanya, pria dipijat kepalanya: warna kulit cerah, warna kulit cerah
💆🏼‍♂	kepala, laki-laki, pijat, pria dipijat kepalanya, pria dipijat kepalanya: warna kulit cerah-sedang, warna kulit cerah-sedang
💆🏽‍♂	kepala, laki-laki, pijat, pria dipijat kepalanya, pria dipijat kepalanya: warna kulit sedang, warna kulit sedang
💆🏾‍♂	kepala, laki-laki, pijat, pria dipijat kepalanya, pria dipijat kepalanya: warna kulit gelap-sedang, warna kulit gelap-sedang
💆🏿‍♂	kepala, laki-laki, pijat, pria dipijat kepalanya, pria dipijat kepalanya: warna kulit gelap, warna kulit gelap
💆‍♀	kepala, perempuan, pijat, wanita dipijat
💆🏻‍♀	kepala, perempuan, pijat, wanita dipijat, wanita dipijat: warna kulit cerah, warna kulit cerah
💆🏼‍♀	kepala, perempuan, pijat, wanita dipijat, wanita dipijat: warna kulit cerah-sedang, warna kulit cerah-sedang
💆🏽‍♀	kepala, perempuan, pijat, wanita dipijat, wanita dipijat: warna kulit sedang, warna kulit sedang
💆🏾‍♀	kepala, perempuan, pijat, wanita dipijat, wanita dipijat: warna kulit gelap-sedang, warna kulit gelap-sedang
💆🏿‍♀	kepala, perempuan, pijat, wanita dipijat, wanita dipijat: warna kulit gelap, warna kulit gelap
💇	cantik, orang potong rambut, potong, rambut, salon
💇🏻	cantik, orang potong rambut, orang potong rambut: warna kulit cerah, potong, rambut, salon, warna kulit cerah
💇🏼	cantik, orang potong rambut, orang potong rambut: warna kulit cerah-sedang, potong, rambut, salon, warna kulit cerah-sedang
💇🏽	cantik, orang potong rambut, orang potong rambut: warna kulit sedang, potong, rambut, salon, warna kulit sedang
💇🏾	cantik, orang potong rambut, orang potong rambut: warna kulit gelap-sedang, potong, rambut, salon, warna kulit gelap-sedang
💇🏿	cantik, orang potong rambut, orang potong rambut: warna kulit gelap, potong, rambut, salon, warna kulit gelap
💇‍♂	laki-laki, potong, pria potong rambut, rambut
💇🏻‍♂	laki-laki, potong, pria potong rambut, pria potong rambut: warna kulit cerah, rambut, warna kulit cerah
💇🏼‍♂	laki-laki, potong, pria potong rambut, pria potong rambut: warna kulit cerah-sedang, rambut, warna kulit cerah-sedang
💇🏽‍♂	laki-laki, potong, pria potong rambut, pria potong rambut: warna kulit sedang, rambut, warna kulit sedang
💇🏾‍♂	laki-laki, potong, pria potong rambut, pria potong rambut: warna kulit gelap-sedang, rambut, warna kulit gelap-sedang
💇🏿‍♂	laki-laki, potong, pria potong rambut, pria potong rambut: warna kulit gelap, rambut, warna kulit gelap
💇‍♀	perempuan, potong, rambut, wanita potong rambut
💇🏻‍♀	perempuan, potong, rambut, wanita potong rambut, wanita potong rambut: warna kulit cerah, warna kulit cerah
💇🏼‍♀	perempuan, potong, rambut, wanita potong rambut, wanita potong rambut: warna kulit cerah-sedang, warna kulit cerah-sedang
💇🏽‍♀	perempuan, potong, rambut, wanita potong rambut, wanita potong rambut: warna kulit sedang, warna kulit sedang
💇🏾‍♀	perempuan, potong, rambut, wanita potong rambut, wanita potong rambut: warna kulit gelap-sedang, warna kulit gelap-sedang
💇🏿‍♀	perempuan, potong, rambut, wanita potong rambut, wanita potong rambut: warna kulit gelap, warna kulit gelap
🚶	jalan, kaki, orang berjalan kaki
🚶🏻	jalan, kaki, orang berjalan kaki, orang berjalan kaki: warna kulit cerah, warna kulit cerah
🚶🏼	jalan, kaki, orang berjalan kaki, orang berjalan kaki: warna kulit cerah-sedang, warna kulit cerah-sedang
🚶🏽	jalan, kaki, orang berjalan kaki, orang berjalan kaki: warna kulit sedang, warna kulit sedang
🚶🏾	jalan, kaki, orang berjalan kaki, orang berjalan kaki: warna kulit gelap-sedang, warna kulit gelap-sedang
🚶🏿	jalan, kaki, orang berjalan kaki, orang berjalan kaki: warna kulit gelap, warna kulit gelap
🚶‍♂	jalan, kaki, laki-laki, pria berjalan kaki
🚶🏻‍♂	jalan, kaki, laki-laki, pria berjalan kaki, pria berjalan kaki: warna kulit cerah, warna kulit cerah
🚶🏼‍♂	jalan, kaki, laki-laki, pria berjalan kaki, pria berjalan kaki: warna kulit cerah-sedang, warna kulit cerah-sedang
🚶🏽‍♂	jalan, kaki, laki-laki, pria berjalan kaki, pria berjalan kaki: warna kulit sedang, warna kulit sedang
🚶🏾‍♂	jalan, kaki, laki-laki, pria berjalan kaki, pria berjalan kaki: warna kulit gelap-sedang, warna kulit gelap-sedang
🚶🏿‍♂	jalan, kaki, laki-laki, pria berjalan kaki, pria berjalan kaki: warna kulit gelap, warna kulit gelap
🚶‍♀	jalan, kaki, perempuan, wanita berjalan kaki
🚶🏻‍♀	jalan, kaki, perempuan, wanita berjalan kaki, wanita berjalan kaki: warna kulit cerah, warna kulit cerah
🚶🏼‍♀	jalan, kaki, perempuan, wanita berjalan kaki, wanita berjalan kaki: warna kulit cerah-sedang, warna kulit cerah-sedang
🚶🏽‍♀	jalan, kaki, perempuan, wanita berjalan kaki, wanita berjalan kaki: warna kulit sedang, warna kulit sedang
🚶🏾‍♀	jalan, kaki, perempuan, wanita berjalan kaki, wanita berjalan kaki: warna kulit gelap-sedang, warna kulit gelap-sedang
🚶🏿‍♀	jalan, kaki, perempuan, wanita berjalan kaki, wanita berjalan kaki: warna kulit gelap, warna kulit gelap
🧍	berdiri, diri, orang berdiri
🧍🏻	berdiri, diri, orang berdiri, orang berdiri: warna kulit cerah, warna kulit cerah
🧍🏼	berdiri, diri, orang berdiri, orang berdiri: warna kulit cerah-sedang, warna kulit cerah-sedang
🧍🏽	berdiri, diri, orang berdiri, orang berdiri: warna kulit sedang, warna kulit sedang
🧍🏾	berdiri, diri, orang berdiri, orang berdiri: warna kulit gelap-sedang, warna kulit gelap-sedang
🧍🏿	berdiri, diri, orang berdiri, orang berdiri: warna kulit gelap, warna kulit gelap
🧍‍♂	berdiri, pria, pria berdiri
🧍🏻‍♂	berdiri, pria, pria berdiri: warna kulit cerah, warna kulit cerah
🧍🏼‍♂	berdiri, pria, pria berdiri: warna kulit cerah-sedang, warna kulit cerah-sedang
🧍🏽‍♂	berdiri, pria, pria berdiri: warna kulit sedang, warna kulit sedang
🧍🏾‍♂	berdiri, pria, pria berdiri: warna kulit gelap-sedang, warna kulit gelap-sedang
🧍🏿‍♂	berdiri, pria, pria berdiri: warna kulit gelap, warna kulit gelap
🧍‍♀	berdiri, wanita, wanita berdiri
🧍🏻‍♀	berdiri, wanita, wanita berdiri: warna kulit cerah, warna kulit cerah
🧍🏼‍♀	berdiri, wanita, wanita berdiri: warna kulit cerah-sedang, warna kulit cerah-sedang
🧍🏽‍♀	berdiri, wanita, wanita berdiri: warna kulit sedang, warna kulit sedang
🧍🏾‍♀	berdiri, wanita, wanita berdiri: warna kulit gelap-sedang, warna kulit gelap-sedang
🧍🏿‍♀	berdiri, wanita, wanita berdiri: warna kulit gelap, warna kulit gelap
🧎	berlutut, lutut, orang berlutut
🧎🏻	berlutut, lutut, orang berlutut, orang berlutut: warna kulit cerah, warna kulit cerah
🧎🏼	berlutut, lutut, orang berlutut, orang berlutut: warna kulit cerah-sedang, warna kulit cerah-sedang
🧎🏽	berlutut, lutut, orang berlutut, orang berlutut: warna kulit sedang, warna kulit sedang
🧎🏾	berlutut, lutut, orang berlutut, orang berlutut: warna kulit gelap-sedang, warna kulit gelap-sedang
🧎🏿	berlutut, lutut, orang berlutut, orang berlutut: warna kulit gelap, warna kulit gelap
🧎‍♂	berlutut, pria, pria berlutut
🧎🏻‍♂	berlutut, pria, pria berlutut: warna kulit cerah, warna kulit cerah
🧎🏼‍♂	berlutut, pria, pria berlutut: warna kulit cerah-sedang, warna kulit cerah-sedang
🧎🏽‍♂	berlutut, pria, pria berlutut: warna kulit sedang, warna kulit sedang
🧎🏾‍♂	berlutut, pria, pria berlutut: warna kulit gelap-sedang, warna kulit gelap-sedang
🧎🏿‍♂	berlutut, pria, pria berlutut: warna kulit gelap, warna kulit gelap
🧎‍♀	berlutut, wanita, wanita berlutut
🧎🏻‍♀	berlutut, wanita, wanita berlutut: warna kulit cerah, warna kulit cerah
🧎🏼‍♀	berlutut, wanita, wanita berlutut: warna kulit cerah-sedang, warna kulit cerah-sedang
🧎🏽‍♀	berlutut, wanita, wanita berlutut: warna kulit sedang, warna kulit sedang
🧎🏾‍♀	berlutut, wanita, wanita berlutut: warna kulit gelap-sedang, warna kulit gelap-sedang
🧎🏿‍♀	berlutut, wanita, wanita berlutut: warna kulit gelap, warna kulit gelap
👨‍🦯	aksesiblitas, buta, pria, pria dengan tongkat, tunanetra
👨🏻‍🦯	aksesiblitas, buta, pria, pria dengan tongkat, pria dengan tongkat: warna kulit cerah, tunanetra, warna kulit cerah
👨🏼‍🦯	aksesiblitas, buta, pria, pria dengan tongkat, pria dengan tongkat: warna kulit cerah-sedang, tunanetra, warna kulit cerah-sedang
👨🏽‍🦯	aksesiblitas, buta, pria, pria dengan tongkat, pria dengan tongkat: warna kulit sedang, tunanetra, warna kulit sedang
👨🏾‍🦯	aksesiblitas, buta, pria, pria dengan tongkat, pria dengan tongkat: warna kulit gelap-sedang, tunanetra, warna kulit gelap-sedang
👨🏿‍🦯	aksesiblitas, buta, pria, pria dengan tongkat, pria dengan tongkat: warna kulit gelap, tunanetra, warna kulit gelap
👩‍🦯	aksesiblitas, buta, tunanetra, wanita, wanita dengan tongkat
👩🏻‍🦯	aksesiblitas, buta, tunanetra, wanita, wanita dengan tongkat, wanita dengan tongkat: warna kulit cerah, warna kulit cerah
👩🏼‍🦯	aksesiblitas, buta, tunanetra, wanita, wanita dengan tongkat, wanita dengan tongkat: warna kulit cerah-sedang, warna kulit cerah-sedang
👩🏽‍🦯	aksesiblitas, buta, tunanetra, wanita, wanita dengan tongkat, wanita dengan tongkat: warna kulit sedang, warna kulit sedang
👩🏾‍🦯	aksesiblitas, buta, tunanetra, wanita, wanita dengan tongkat, wanita dengan tongkat: warna kulit gelap-sedang, warna kulit gelap-sedang
👩🏿‍🦯	aksesiblitas, buta, tunanetra, wanita, wanita dengan tongkat, wanita dengan tongkat: warna kulit gelap, warna kulit gelap
👨‍🦼	aksesibilitas, kursi roda, pria, pria dengan kursi roda bermotor
👨🏻‍🦼	aksesibilitas, kursi roda, pria, pria dengan kursi roda bermotor, pria dengan kursi roda bermotor: warna kulit cerah, warna kulit cerah
👨🏼‍🦼	aksesibilitas, kursi roda, pria, pria dengan kursi roda bermotor, pria dengan kursi roda bermotor: warna kulit cerah-sedang, warna kulit cerah-sedang
👨🏽‍🦼	aksesibilitas, kursi roda, pria, pria dengan kursi roda bermotor, pria dengan kursi roda bermotor: warna kulit sedang, warna kulit sedang
👨🏾‍🦼	aksesibilitas, kursi roda, pria, pria dengan kursi roda bermotor, pria dengan kursi roda bermotor: warna kulit gelap-sedang, warna kulit gelap-sedang
👨🏿‍🦼	aksesibilitas, kursi roda, pria, pria dengan kursi roda bermotor, pria dengan kursi roda bermotor: warna kulit gelap, warna kulit gelap
👩‍🦼	aksesibilitas, kursi roda, wanita, wanita dengan kursi roda bermotor
👩🏻‍🦼	aksesibilitas, kursi roda, wanita, wanita dengan kursi roda bermotor, wanita dengan kursi roda bermotor: warna kulit cerah, warna kulit cerah
👩🏼‍🦼	aksesibilitas, kursi roda, wanita, wanita dengan kursi roda bermotor, wanita dengan kursi roda bermotor: warna kulit cerah-sedang, warna kulit cerah-sedang
👩🏽‍🦼	aksesibilitas, kursi roda, wanita, wanita dengan kursi roda bermotor, wanita dengan kursi roda bermotor: warna kulit sedang, warna kulit sedang
👩🏾‍🦼	aksesibilitas, kursi roda, wanita, wanita dengan kursi roda bermotor, wanita dengan kursi roda bermotor: warna kulit gelap-sedang, warna kulit gelap-sedang
👩🏿‍🦼	aksesibilitas, kursi roda, wanita, wanita dengan kursi roda bermotor, wanita dengan kursi roda bermotor: warna kulit gelap, warna kulit gelap
👨‍🦽	aksesibilitas, kursi roda, pria, pria dengan kursi roda
👨🏻‍🦽	aksesibilitas, kursi roda, pria, pria dengan kursi roda, pria dengan kursi roda: warna kulit cerah, warna kulit cerah
👨🏼‍🦽	aksesibilitas, kursi roda, pria, pria dengan kursi roda, pria dengan kursi roda: warna kulit cerah-sedang, warna kulit cerah-sedang
👨🏽‍🦽	aksesibilitas, kursi roda, pria, pria dengan kursi roda, pria dengan kursi roda: warna kulit sedang, warna kulit sedang
👨🏾‍🦽	aksesibilitas, kursi roda, pria, pria dengan kursi roda, pria dengan kursi roda: warna kulit gelap-sedang, warna kulit gelap-sedang
👨🏿‍🦽	aksesibilitas, kursi roda, pria, pria dengan kursi roda, pria dengan kursi roda: warna kulit gelap, warna kulit gelap
👩‍🦽	aksesibilitas, kursi roda, wanita, wanita dengan kursi roda
👩🏻‍🦽	aksesibilitas, kursi roda, wanita, wanita dengan kursi roda, wanita dengan kursi roda: warna kulit cerah, warna kulit cerah
👩🏼‍🦽	aksesibilitas, kursi roda, wanita, wanita dengan kursi roda, wanita dengan kursi roda: warna kulit cerah-sedang, warna kulit cerah-sedang
👩🏽‍🦽	aksesibilitas, kursi roda, wanita, wanita dengan kursi roda, wanita dengan kursi roda: warna kulit sedang, warna kulit sedang
👩🏾‍🦽	aksesibilitas, kursi roda, wanita, wanita dengan kursi roda, wanita dengan kursi roda: warna kulit gelap-sedang, warna kulit gelap-sedang
👩🏿‍🦽	aksesibilitas, kursi roda, wanita, wanita dengan kursi roda, wanita dengan kursi roda: warna kulit gelap, warna kulit gelap
🏃	lari, marathon, maraton, orang berlari
🏃🏻	lari, marathon, maraton, orang berlari, orang berlari: warna kulit cerah, warna kulit cerah
🏃🏼	lari, marathon, maraton, orang berlari, orang berlari: warna kulit cerah-sedang, warna kulit cerah-sedang
🏃🏽	lari, marathon, maraton, orang berlari, orang berlari: warna kulit sedang, warna kulit sedang
🏃🏾	lari, marathon, maraton, orang berlari, orang berlari: warna kulit gelap-sedang, warna kulit gelap-sedang
🏃🏿	lari, marathon, maraton, orang berlari, orang berlari: warna kulit gelap, warna kulit gelap
🏃‍♂	kaki, laki-laki, lari, pria berlari
🏃🏻‍♂	kaki, laki-laki, lari, pria berlari, pria berlari: warna kulit cerah, warna kulit cerah
🏃🏼‍♂	kaki, laki-laki, lari, pria berlari, pria berlari: warna kulit cerah-sedang, warna kulit cerah-sedang
🏃🏽‍♂	kaki, laki-laki, lari, pria berlari, pria berlari: warna kulit sedang, warna kulit sedang
🏃🏾‍♂	kaki, laki-laki, lari, pria berlari, pria berlari: warna kulit gelap-sedang, warna kulit gelap-sedang
🏃🏿‍♂	kaki, laki-laki, lari, pria berlari, pria berlari: warna kulit gelap, warna kulit gelap
🏃‍♀	kaki, lari, perempuan, wanita berlari
🏃🏻‍♀	kaki, lari, perempuan, wanita berlari, wanita berlari: warna kulit cerah, warna kulit cerah
🏃🏼‍♀	kaki, lari, perempuan, wanita berlari, wanita berlari: warna kulit cerah-sedang, warna kulit cerah-sedang
🏃🏽‍♀	kaki, lari, perempuan, wanita berlari, wanita berlari: warna kulit sedang, warna kulit sedang
🏃🏾‍♀	kaki, lari, perempuan, wanita berlari, wanita berlari: warna kulit gelap-sedang, warna kulit gelap-sedang
🏃🏿‍♀	kaki, lari, perempuan, wanita berlari, wanita berlari: warna kulit gelap, warna kulit gelap
💃	dansa, perempuan, pesta, tari, wanita menari
💃🏻	dansa, perempuan, pesta, tari, wanita menari, wanita menari: warna kulit cerah, warna kulit cerah
💃🏼	dansa, perempuan, pesta, tari, wanita menari, wanita menari: warna kulit cerah-sedang, warna kulit cerah-sedang
💃🏽	dansa, perempuan, pesta, tari, wanita menari, wanita menari: warna kulit sedang, warna kulit sedang
💃🏾	dansa, perempuan, pesta, tari, wanita menari, wanita menari: warna kulit gelap-sedang, warna kulit gelap-sedang
💃🏿	dansa, perempuan, pesta, tari, wanita menari, wanita menari: warna kulit gelap, warna kulit gelap
🕺	berdansa, dansa, menari, pria, pria menari
🕺🏻	berdansa, dansa, menari, pria, pria menari: warna kulit cerah, warna kulit cerah
🕺🏼	berdansa, dansa, menari, pria, pria menari: warna kulit cerah-sedang, warna kulit cerah-sedang
🕺🏽	berdansa, dansa, menari, pria, pria menari: warna kulit sedang, warna kulit sedang
🕺🏾	berdansa, dansa, menari, pria, pria menari: warna kulit gelap-sedang, warna kulit gelap-sedang
🕺🏿	berdansa, dansa, menari, pria, pria menari: warna kulit gelap, warna kulit gelap
🕴️	bisnis, jas, laki-laki, pria, pria melayang mengenakan jas
🕴🏻	bisnis, jas, laki-laki, pria, pria melayang mengenakan jas, pria melayang mengenakan jas: warna kulit cerah, warna kulit cerah
🕴🏼	bisnis, jas, laki-laki, pria, pria melayang mengenakan jas, pria melayang mengenakan jas: warna kulit cerah-sedang, warna kulit cerah-sedang
🕴🏽	bisnis, jas, laki-laki, pria, pria melayang mengenakan jas, pria melayang mengenakan jas: warna kulit sedang, warna kulit sedang
🕴🏾	bisnis, jas, laki-laki, pria, pria melayang mengenakan jas, pria melayang mengenakan jas: warna kulit gelap-sedang, warna kulit gelap-sedang
🕴🏿	bisnis, jas, laki-laki, pria, pria melayang mengenakan jas, pria melayang mengenakan jas: warna kulit gelap, warna kulit gelap
👯	berpesta, orang dengan telinga kelinci, penari, telinga kelinci
👯‍♂	kostum, laki-laki, pesta, pria dengan telinga kelinci, tari
👯‍♀	kostum, perempuan, pesta, tari, wanita dengan telinga kelinci
🧖	orang di ruangan beruap, ruang uap, sauna
🧖🏻	orang di ruangan beruap, orang di ruangan beruap: warna kulit cerah, ruang uap, sauna, warna kulit cerah
